Person,Age,Gender,Own Home,Married,Close,Salary,Children,History,Catalogs,Region,State,City,First Purchase,Amount Spent
654,Young,Female,Renting,No,1,18900,1,Low Spending,6,West,Colorado,Denver,41593,183.689
679,Old,Female,Own Home,Married,1,118800,0,High Spending,18,West,Colorado,Denver,42145,2175.969
695,Middle Aged,Male,Own Home,No,1,62900,0,NA,24,West,Colorado,Denver,42161,2561.114
708,Young,Female,Renting,No,1,14500,1,Low Spending,6,West,Colorado,Denver,40629,182.628
846,Middle Aged,Male,Renting,No,0,36700,1,Medium Spending,24,West,Colorado,Denver,41327,1218.01
855,Middle Aged,Male,Renting,No,0,52200,0,High Spending,24,West,Colorado,Denver,41741,1908.868
885,Middle Aged,Female,Own Home,Married,1,86900,0,High Spending,18,West,Colorado,Denver,41907,2229.749
924,Middle Aged,Male,Own Home,Married,1,118600,1,NA,12,West,Colorado,Denver,42042,1553.371
967,Young,Female,Renting,No,1,21700,2,NA,6,West,Colorado,Denver,42095,386.877
22,Middle Aged,Male,Own Home,No,0,53900,0,NA,12,South,Texas,Houston,42034,1186.123
38,Middle Aged,Male,Own Home,No,1,73700,1,Medium Spending,12,South,Texas,Houston,41501,1273.773
57,Middle Aged,Male,Own Home,No,1,57600,1,NA,6,South,Texas,Houston,42143,1005.577
59,Middle Aged,Female,Own Home,Married,1,63300,2,Medium Spending,24,South,Texas,Houston,39953,678.889
83,Middle Aged,Male,Renting,No,0,45100,1,Medium Spending,12,South,Texas,Houston,42093,793.74
106,Middle Aged,Male,Renting,No,1,43100,1,NA,12,South,Texas,Houston,42089,1224.433
140,Middle Aged,Male,Renting,No,1,55100,2,NA,6,South,Texas,Houston,42043,825.666
164,Young,Female,Renting,No,1,26600,2,Low Spending,24,South,Texas,Houston,41138,245.213
190,Young,Female,Renting,No,1,22200,2,Low Spending,18,South,Texas,Houston,41678,274.804
193,Old,Male,Own Home,Married,1,95900,0,High Spending,24,South,Texas,Houston,40413,2585.087
254,Middle Aged,Male,Own Home,Married,0,95800,3,NA,12,South,Texas,Houston,42082,2581.426
257,Middle Aged,Male,Renting,Married,0,48800,2,NA,12,South,Texas,Houston,42148,1646.889
267,Old,Female,Renting,No,0,22600,0,NA,12,South,Texas,Houston,42194,864.564
298,Middle Aged,Female,Renting,Married,0,92400,1,NA,6,South,Texas,Houston,42182,2190.559
322,Young,Male,Renting,Married,1,34300,3,NA,12,South,Texas,Houston,42244,1296.595
324,Young,Female,Renting,No,0,11400,3,NA,12,South,Texas,Houston,42027,312.186
328,Young,Female,Renting,Married,1,60600,3,Low Spending,12,South,Texas,Houston,41544,307.495
333,Young,Female,Renting,No,1,15900,0,Low Spending,18,South,Texas,Houston,40608,502.72
335,Middle Aged,Male,Renting,No,0,42500,1,NA,6,South,Texas,Houston,42188,797.922
373,Middle Aged,Male,Own Home,Married,1,85600,1,High Spending,18,South,Texas,Houston,41328,2435.666
375,Old,Female,Own Home,Married,1,62600,0,High Spending,6,South,Texas,Houston,42196,565.265
394,Middle Aged,Female,Own Home,No,1,35200,2,Low Spending,6,South,Texas,Houston,40535,232.882
402,Middle Aged,Male,Own Home,Married,0,103700,1,High Spending,24,South,Texas,Houston,41926,2338.933
446,Old,Female,Own Home,No,1,20600,0,Low Spending,6,South,Texas,Houston,41307,201.002
453,Middle Aged,Male,Own Home,Married,1,97600,2,Medium Spending,12,South,Texas,Houston,41976,1162.044
477,Middle Aged,Male,Own Home,Married,1,102400,1,High Spending,18,South,Texas,Houston,40777,1237.354
497,Middle Aged,Male,Own Home,Married,1,76400,2,Medium Spending,18,South,Texas,Houston,39845,880.637
567,Old,Male,Renting,Married,1,69800,0,High Spending,24,South,Texas,Houston,40849,2763.596
570,Young,Female,Own Home,No,0,32000,1,NA,24,South,Texas,Houston,42196,1319.7
572,Young,Female,Own Home,No,1,21600,2,NA,12,South,Texas,Houston,42044,490.974
573,Middle Aged,Female,Renting,No,0,38200,0,Medium Spending,24,South,Texas,Houston,41754,1475.806
612,Old,Female,Own Home,Married,1,42800,0,Medium Spending,6,South,Texas,Houston,41489,685.042
614,Old,Female,Own Home,Married,0,74900,0,NA,12,South,Texas,Houston,42165,1804.404
647,Middle Aged,Female,Renting,Married,1,114100,1,NA,24,South,Texas,Houston,42044,1975.884
681,Middle Aged,Male,Own Home,Married,0,88700,2,High Spending,24,South,Texas,Houston,40717,2693.441
717,Old,Female,Own Home,Married,0,81400,0,High Spending,24,South,Texas,Houston,41153,3000.618
754,Middle Aged,Female,Renting,No,0,45500,1,NA,18,South,Texas,Houston,42122,1623.712
767,Middle Aged,Female,Own Home,Married,1,59100,1,NA,6,South,Texas,Houston,42059,1425.781
806,Middle Aged,Male,Own Home,Married,1,98500,0,High Spending,18,South,Texas,Houston,39843,2033.957
817,Middle Aged,Male,Own Home,No,1,45800,0,NA,6,South,Texas,Houston,42207,711.908
863,Young,Female,Renting,Married,0,32700,1,NA,18,South,Texas,Houston,42179,1276.253
871,Middle Aged,Female,Renting,Married,1,96700,2,Medium Spending,12,South,Texas,Houston,40303,1231.328
878,Middle Aged,Female,Renting,No,1,27200,3,Low Spending,24,South,Texas,Houston,39899,243.385
882,Young,Female,Renting,Married,1,47300,0,NA,6,South,Texas,Houston,42165,639.609
965,Old,Female,Renting,No,1,11000,0,NA,24,South,Texas,Houston,42146,195.231
980,Young,Female,Renting,No,0,13200,0,NA,24,South,Texas,Houston,42085,357.564
60,Old,Female,Renting,Married,1,38200,0,Medium Spending,6,Midwest,Indiana,Indianapolis,41638,526.343
155,Young,Female,Renting,No,1,10200,3,NA,6,Midwest,Indiana,Indianapolis,42100,198.508
161,Old,Female,Renting,Married,1,84800,0,High Spending,18,Midwest,Indiana,Indianapolis,40263,2623.668
162,Middle Aged,Female,Own Home,Married,1,62200,3,NA,24,Midwest,Indiana,Indianapolis,40701,2119.13
198,Old,Male,Own Home,Married,1,23400,0,Low Spending,6,Midwest,Indiana,Indianapolis,40891,347.545
204,Middle Aged,Female,Renting,No,1,26200,1,Low Spending,12,Midwest,Indiana,Indianapolis,40186,380.968
222,Young,Male,Renting,Married,1,39700,0,Medium Spending,18,Midwest,Indiana,Indianapolis,41924,1011.061
233,Middle Aged,Male,Own Home,No,1,52900,1,NA,24,Midwest,Indiana,Indianapolis,42041,2316.442
244,Middle Aged,Male,Own Home,Married,0,82400,2,High Spending,24,Midwest,Indiana,Indianapolis,41723,2035.493
246,Middle Aged,Male,Renting,No,1,54700,0,Medium Spending,24,Midwest,Indiana,Indianapolis,40075,1355.395
262,Middle Aged,Female,Renting,Married,0,72900,0,High Spending,18,Midwest,Indiana,Indianapolis,41083,2074.61
271,Middle Aged,Male,Renting,Married,1,87400,2,NA,18,Midwest,Indiana,Indianapolis,42137,2728.562
300,Old,Female,Renting,Married,1,50500,0,Medium Spending,12,Midwest,Indiana,Indianapolis,41576,642.042
302,Middle Aged,Female,Own Home,Married,0,83100,1,NA,12,Midwest,Indiana,Indianapolis,42240,2765.589
313,Middle Aged,Female,Renting,No,1,44600,0,Medium Spending,18,Midwest,Indiana,Indianapolis,42171,965.724
332,Middle Aged,Male,Renting,No,0,56900,0,High Spending,24,Midwest,Indiana,Indianapolis,42213,1856.639
345,Middle Aged,Female,Own Home,No,0,64400,3,Medium Spending,24,Midwest,Indiana,Indianapolis,40118,1913.32
368,Middle Aged,Male,Renting,Married,1,63500,2,NA,24,Midwest,Indiana,Indianapolis,42017,2321.244
382,Old,Male,Own Home,Married,1,84500,0,NA,12,Midwest,Indiana,Indianapolis,42226,1557.025
413,Middle Aged,Male,Renting,No,1,35100,1,Low Spending,6,Midwest,Indiana,Indianapolis,39949,421.024
414,Old,Male,Own Home,No,1,53400,1,Medium Spending,12,Midwest,Indiana,Indianapolis,40521,885.897
415,Middle Aged,Male,Own Home,No,1,61600,0,NA,18,Midwest,Indiana,Indianapolis,42057,1666.471
425,Middle Aged,Female,Own Home,No,1,49600,1,Medium Spending,12,Midwest,Indiana,Indianapolis,42232,844.452
435,Old,Female,Own Home,Married,1,114800,0,High Spending,18,Midwest,Indiana,Indianapolis,40789,3596.496
445,Old,Female,Own Home,No,1,25500,0,Low Spending,18,Midwest,Indiana,Indianapolis,41235,635.813
489,Middle Aged,Female,Own Home,Married,1,51900,3,Low Spending,6,Midwest,Indiana,Indianapolis,41856,157.531
512,Middle Aged,Male,Renting,No,1,72000,0,High Spending,12,Midwest,Indiana,Indianapolis,41058,1474.787
528,Young,Male,Renting,Married,0,25100,0,Medium Spending,12,Midwest,Indiana,Indianapolis,40687,592.072
537,Young,Female,Renting,No,0,23100,2,Low Spending,12,Midwest,Indiana,Indianapolis,42039,457.006
547,Young,Male,Renting,Married,1,43700,1,NA,12,Midwest,Indiana,Indianapolis,42235,926.713
556,Old,Female,Own Home,Married,0,67900,0,High Spending,24,Midwest,Indiana,Indianapolis,39817,2924.53
569,Middle Aged,Male,Own Home,Married,1,70400,2,NA,12,Midwest,Indiana,Indianapolis,40280,1127.365
635,Young,Male,Renting,No,0,25700,0,Medium Spending,18,Midwest,Indiana,Indianapolis,41527,906.515
638,Middle Aged,Female,Renting,No,0,37800,2,NA,12,Midwest,Indiana,Indianapolis,42047,1185.091
640,Young,Male,Renting,No,0,14800,1,NA,12,Midwest,Indiana,Indianapolis,42234,375.614
693,Middle Aged,Male,Own Home,Married,0,86100,1,NA,12,Midwest,Indiana,Indianapolis,42144,1255.373
723,Young,Male,Renting,No,1,21200,0,NA,12,Midwest,Indiana,Indianapolis,42138,416.511
732,Young,Female,Renting,Married,1,37100,2,Low Spending,24,Midwest,Indiana,Indianapolis,40153,652.575
741,Middle Aged,Male,Own Home,No,1,61500,2,Medium Spending,24,Midwest,Indiana,Indianapolis,40817,967.805
760,Middle Aged,Female,Own Home,No,1,47900,0,NA,12,Midwest,Indiana,Indianapolis,42047,1090.085
789,Middle Aged,Male,Own Home,Married,1,74500,2,Medium Spending,12,Midwest,Indiana,Indianapolis,42070,823.582
793,Middle Aged,Male,Renting,No,0,53800,0,High Spending,12,Midwest,Indiana,Indianapolis,41392,1803.115
794,Middle Aged,Male,Own Home,Married,1,98400,0,High Spending,12,Midwest,Indiana,Indianapolis,42000,1413.734
804,Middle Aged,Female,Renting,Married,1,79900,1,Medium Spending,12,Midwest,Indiana,Indianapolis,40237,1041.409
829,Young,Female,Renting,No,0,20700,1,Low Spending,12,Midwest,Indiana,Indianapolis,40509,549.537
835,Young,Male,Renting,No,1,17900,0,NA,18,Midwest,Indiana,Indianapolis,42005,395.157
850,Middle Aged,Male,Own Home,Married,1,77100,2,Medium Spending,6,Midwest,Indiana,Indianapolis,42172,567.751
887,Young,Male,Renting,No,1,17600,0,NA,6,Midwest,Indiana,Indianapolis,42158,245.008
888,Middle Aged,Male,Own Home,No,0,50100,1,High Spending,18,Midwest,Indiana,Indianapolis,40742,1070.54
889,Middle Aged,Female,Renting,No,1,42700,0,Medium Spending,12,Midwest,Indiana,Indianapolis,40788,826.848
903,Young,Male,Renting,No,1,10400,0,NA,18,Midwest,Indiana,Indianapolis,42176,188.978
925,Young,Male,Renting,Married,1,56900,2,Low Spending,12,Midwest,Indiana,Indianapolis,41523,687.094
935,Young,Male,Renting,No,0,17500,0,Low Spending,18,Midwest,Indiana,Indianapolis,42197,471.785
973,Middle Aged,Male,Own Home,No,0,72300,0,High Spending,24,Midwest,Indiana,Indianapolis,40960,4181.768
7,Middle Aged,Female,Renting,No,1,34700,0,NA,18,Midwest,Kansas,Kansas City,42166,1614.512
41,Old,Male,Own Home,Married,1,51200,0,Medium Spending,12,Midwest,Kansas,Kansas City,40906,1293.43
47,Young,Female,Renting,Married,1,60100,0,NA,18,Midwest,Kansas,Kansas City,42188,1593.683
63,Middle Aged,Female,Own Home,No,1,47600,1,Medium Spending,12,Midwest,Kansas,Kansas City,40845,800.605
110,Young,Male,Renting,No,1,13400,0,Low Spending,18,Midwest,Kansas,Kansas City,41506,424.074
116,Middle Aged,Female,Renting,Married,1,95900,0,NA,24,Midwest,Kansas,Kansas City,42062,3168.265
134,Middle Aged,Female,Own Home,No,0,47500,0,High Spending,6,Midwest,Kansas,Kansas City,41993,847.469
203,Young,Male,Renting,No,1,17000,0,NA,18,Midwest,Kansas,Kansas City,42215,581.224
225,Middle Aged,Female,Own Home,Married,1,64100,1,Medium Spending,18,Midwest,Kansas,Kansas City,41532,1332.173
241,Middle Aged,Male,Own Home,No,0,48100,2,Medium Spending,18,Midwest,Kansas,Kansas City,41059,961.005
251,Young,Female,Renting,No,0,10800,3,Low Spending,6,Midwest,Kansas,Kansas City,40879,123.07
284,Young,Male,Renting,No,0,21900,2,NA,6,Midwest,Kansas,Kansas City,42092,192.104
306,Young,Female,Renting,Married,1,41700,1,NA,6,Midwest,Kansas,Kansas City,42220,520.714
321,Old,Male,Own Home,Married,1,74800,0,High Spending,18,Midwest,Kansas,Kansas City,40172,1967.918
343,Young,Female,Renting,Married,0,51900,0,NA,6,Midwest,Kansas,Kansas City,42190,779.517
353,Middle Aged,Male,Own Home,Married,1,122700,1,NA,18,Midwest,Kansas,Kansas City,42031,4983.776
388,Middle Aged,Male,Own Home,Married,1,90100,0,High Spending,18,Midwest,Kansas,Kansas City,41687,1956.281
431,Middle Aged,Male,Renting,Married,1,88500,2,Medium Spending,24,Midwest,Kansas,Kansas City,41806,1103.825
462,Old,Female,Renting,Married,0,60200,0,High Spending,18,Midwest,Kansas,Kansas City,41347,2328.439
467,Young,Male,Renting,No,1,15400,0,Low Spending,6,Midwest,Kansas,Kansas City,40227,171.607
475,Young,Female,Renting,No,1,13600,1,Low Spending,6,Midwest,Kansas,Kansas City,41734,183.437
480,Middle Aged,Male,Own Home,Married,1,123800,2,NA,18,Midwest,Kansas,Kansas City,42111,3536.912
499,Middle Aged,Male,Own Home,Married,1,119800,2,Medium Spending,24,Midwest,Kansas,Kansas City,41476,2089.617
504,Young,Male,Renting,No,1,17700,1,Low Spending,12,Midwest,Kansas,Kansas City,41990,268.208
527,Middle Aged,Female,Own Home,Married,1,75600,0,NA,12,Midwest,Kansas,Kansas City,42170,1540.892
546,Young,Female,Own Home,No,1,15100,0,Low Spending,6,Midwest,Kansas,Kansas City,42159,273.835
574,Middle Aged,Female,Renting,Married,1,91000,2,Medium Spending,6,Midwest,Kansas,Kansas City,40658,708.247
575,Young,Female,Renting,No,0,12000,0,Low Spending,6,Midwest,Kansas,Kansas City,42092,263.664
577,Middle Aged,Female,Renting,Married,1,72100,0,High Spending,24,Midwest,Kansas,Kansas City,41929,3052.432
604,Old,Female,Renting,No,0,17900,0,Low Spending,6,Midwest,Kansas,Kansas City,40230,445.989
606,Middle Aged,Female,Own Home,No,1,46300,3,NA,6,Midwest,Kansas,Kansas City,42236,1138.485
630,Middle Aged,Female,Own Home,No,1,48700,2,Low Spending,12,Midwest,Kansas,Kansas City,41442,527.531
644,Middle Aged,Female,Renting,Married,1,135700,1,High Spending,24,Midwest,Kansas,Kansas City,41173,2745.755
728,Young,Male,Renting,No,1,26100,1,NA,6,Midwest,Kansas,Kansas City,42068,494.385
743,Middle Aged,Male,Own Home,No,0,70200,0,High Spending,12,Midwest,Kansas,Kansas City,40226,1702.438
781,Young,Female,Renting,No,1,11500,3,NA,6,Midwest,Kansas,Kansas City,42050,156.567
790,Young,Male,Renting,Married,0,55000,0,NA,12,Midwest,Kansas,Kansas City,42222,1161.869
816,Middle Aged,Male,Renting,No,1,53900,0,Medium Spending,12,Midwest,Kansas,Kansas City,41540,1060.307
827,Young,Female,Renting,No,0,17300,0,Low Spending,6,Midwest,Kansas,Kansas City,40997,410.645
842,Middle Aged,Female,Own Home,Married,1,131500,3,NA,6,Midwest,Kansas,Kansas City,42171,2840.218
856,Middle Aged,Male,Own Home,Married,0,108000,3,High Spending,24,Midwest,Kansas,Kansas City,40991,1849.49
872,Young,Female,Renting,No,1,16900,1,Low Spending,6,Midwest,Kansas,Kansas City,40743,247.334
972,Middle Aged,Male,Own Home,Married,1,92300,1,NA,24,Midwest,Kansas,Kansas City,42118,2140.549
983,Young,Female,Own Home,No,0,41000,1,Medium Spending,12,Midwest,Kansas,Kansas City,41377,767.721
988,Middle Aged,Male,Own Home,Married,0,81200,0,High Spending,12,Midwest,Kansas,Kansas City,40512,2692.543
992,Middle Aged,Male,Own Home,Married,1,65900,1,Medium Spending,12,Midwest,Kansas,Kansas City,40903,1081.05
15,Middle Aged,Female,Own Home,Married,1,82200,1,NA,12,West,California,Los Angeles,42109,1517.407
27,Middle Aged,Female,Own Home,No,1,51300,0,Medium Spending,24,West,California,Los Angeles,41999,1423.589
58,Old,Male,Own Home,No,1,65300,0,High Spending,18,West,California,Los Angeles,40948,1443.44
70,Middle Aged,Male,Own Home,Married,0,75500,0,NA,18,West,California,Los Angeles,42187,2449.658
79,Middle Aged,Female,Own Home,Married,1,82000,0,High Spending,18,West,California,Los Angeles,41449,1799.763
80,Middle Aged,Female,Renting,Married,1,63500,1,Medium Spending,18,West,California,Los Angeles,40772,1023.379
125,Old,Female,Renting,Married,1,39500,0,Medium Spending,12,West,California,Los Angeles,42075,1006.258
130,Middle Aged,Male,Renting,No,1,57800,0,Medium Spending,24,West,California,Los Angeles,41111,1148.61
173,Middle Aged,Male,Own Home,Married,1,87200,0,High Spending,18,West,California,Los Angeles,41092,1273.757
178,Middle Aged,Female,Own Home,No,1,35200,0,Medium Spending,12,West,California,Los Angeles,41095,606.507
205,Old,Male,Own Home,Married,1,108900,0,High Spending,12,West,California,Los Angeles,41941,1841.405
228,Old,Female,Renting,Married,1,68600,0,High Spending,18,West,California,Los Angeles,41945,1341.869
289,Young,Female,Own Home,No,1,20300,1,Low Spending,12,West,California,Los Angeles,40430,304.464
364,Old,Male,Own Home,Married,0,33000,0,Medium Spending,12,West,California,Los Angeles,41332,978.798
386,Young,Male,Renting,No,1,23500,0,Low Spending,12,West,California,Los Angeles,41323,371.305
392,Middle Aged,Male,Own Home,Married,1,53700,1,NA,12,West,California,Los Angeles,42077,1080.982
393,Middle Aged,Male,Renting,No,0,38700,1,Medium Spending,18,West,California,Los Angeles,40332,1009.45
400,Young,Female,Renting,No,1,16700,2,Low Spending,12,West,California,Los Angeles,40009,108.051
416,Young,Female,Own Home,No,0,21400,3,NA,6,West,California,Los Angeles,42102,326.3
433,Young,Female,Renting,No,1,22000,1,Low Spending,12,West,California,Los Angeles,40979,471.725
460,Young,Female,Renting,No,1,15600,0,NA,12,West,California,Los Angeles,42057,468.329
510,Middle Aged,Female,Renting,No,0,35600,3,Low Spending,18,West,California,Los Angeles,41929,865.085
615,Young,Female,Renting,No,1,19100,1,Low Spending,18,West,California,Los Angeles,40228,403.474
620,Young,Female,Renting,No,1,17900,3,Low Spending,6,West,California,Los Angeles,40727,62.119
672,Young,Female,Renting,Married,1,69700,2,Medium Spending,6,West,California,Los Angeles,40367,584.119
680,Young,Male,Renting,No,1,17600,0,NA,6,West,California,Los Angeles,42134,273.072
738,Old,Female,Own Home,No,0,16300,0,Low Spending,6,West,California,Los Angeles,40805,316.86
739,Middle Aged,Female,Renting,No,0,45600,0,High Spending,12,West,California,Los Angeles,41175,1321.529
745,Middle Aged,Male,Renting,Married,1,118800,0,High Spending,12,West,California,Los Angeles,42125,2630.937
799,Middle Aged,Male,Own Home,Married,0,111800,3,High Spending,18,West,California,Los Angeles,41247,2065.465
818,Young,Male,Renting,No,0,19000,0,NA,12,West,California,Los Angeles,42126,427.683
848,Old,Female,Own Home,Married,0,78900,0,High Spending,18,West,California,Los Angeles,40790,2233.077
858,Old,Male,Own Home,No,1,69100,0,High Spending,12,West,California,Los Angeles,41848,1477.141
875,Old,Female,Own Home,Married,1,26700,0,Low Spending,24,West,California,Los Angeles,40005,1119.802
893,Young,Male,Renting,No,1,10200,0,NA,24,West,California,Los Angeles,42098,361.789
894,Middle Aged,Male,Renting,No,0,49000,0,High Spending,18,West,California,Los Angeles,40704,1523.379
919,Old,Female,Renting,No,1,14600,1,Low Spending,24,West,California,Los Angeles,42190,384.946
977,Young,Male,Own Home,Married,1,73000,0,NA,6,West,California,Los Angeles,42096,1534.398
53,Young,Female,Renting,No,0,12600,0,Low Spending,6,Midwest,Kentucky,Louisville,40830,241.113
104,Young,Female,Renting,No,1,13700,1,NA,6,Midwest,Kentucky,Louisville,42143,162.971
107,Old,Female,Own Home,Married,0,128700,0,High Spending,24,Midwest,Kentucky,Louisville,41678,3995.012
154,Middle Aged,Female,Own Home,Married,0,96800,3,NA,24,Midwest,Kentucky,Louisville,42122,3081.563
182,Middle Aged,Female,Own Home,Married,1,49700,2,Low Spending,18,Midwest,Kentucky,Louisville,41596,613.097
202,Old,Female,Own Home,Married,0,70400,0,High Spending,18,Midwest,Kentucky,Louisville,40644,2609.792
224,Middle Aged,Female,Renting,Married,1,40500,2,Low Spending,18,Midwest,Kentucky,Louisville,40817,622.018
229,Middle Aged,Male,Renting,No,1,60400,1,Medium Spending,6,Midwest,Kentucky,Louisville,41377,791.236
230,Middle Aged,Male,Own Home,Married,0,130600,0,High Spending,18,Midwest,Kentucky,Louisville,41928,3441.549
232,Old,Female,Own Home,No,1,23800,0,Low Spending,6,Midwest,Kentucky,Louisville,40223,438.496
245,Middle Aged,Male,Own Home,No,0,55600,0,High Spending,18,Midwest,Kentucky,Louisville,40103,1786.497
256,Old,Female,Own Home,Married,1,49200,0,Medium Spending,12,Midwest,Kentucky,Louisville,41896,1077.723
258,Young,Female,Renting,No,1,14000,0,Low Spending,12,Midwest,Kentucky,Louisville,40526,229.201
270,Young,Male,Renting,Married,0,63300,3,NA,6,Midwest,Kentucky,Louisville,42241,1408.105
283,Middle Aged,Female,Own Home,No,1,46600,3,Low Spending,6,Midwest,Kentucky,Louisville,40614,157.917
299,Middle Aged,Female,Renting,No,0,44800,1,Medium Spending,6,Midwest,Kentucky,Louisville,41150,666.464
369,Middle Aged,Male,Own Home,Married,0,113400,3,High Spending,18,Midwest,Kentucky,Louisville,41968,1790.401
372,Middle Aged,Male,Own Home,Married,1,82500,0,High Spending,6,Midwest,Kentucky,Louisville,42172,859.426
399,Young,Female,Renting,No,1,12000,0,Low Spending,24,Midwest,Kentucky,Louisville,41135,343.804
429,Middle Aged,Male,Own Home,Married,1,113000,2,Medium Spending,18,Midwest,Kentucky,Louisville,41805,1554.121
463,Young,Female,Renting,No,1,17300,0,Low Spending,12,Midwest,Kentucky,Louisville,41357,345.348
517,Old,Female,Own Home,Married,1,61000,0,NA,18,Midwest,Kentucky,Louisville,42010,1849.538
540,Young,Female,Own Home,Married,1,42400,1,NA,18,Midwest,Kentucky,Louisville,42243,1165.609
553,Old,Female,Own Home,Married,0,40100,0,Medium Spending,12,Midwest,Kentucky,Louisville,40697,1383.879
583,Middle Aged,Female,Own Home,Married,0,52300,1,High Spending,18,Midwest,Kentucky,Louisville,40336,2034.464
596,Middle Aged,Male,Own Home,Married,1,102300,0,High Spending,24,Midwest,Kentucky,Louisville,40764,2437.808
613,Old,Male,Own Home,Married,1,106600,0,High Spending,12,Midwest,Kentucky,Louisville,41416,1876.757
624,Old,Female,Own Home,Married,1,65900,0,High Spending,24,Midwest,Kentucky,Louisville,41151,1436.43
627,Old,Female,Own Home,Married,0,33600,2,Medium Spending,12,Midwest,Kentucky,Louisville,40383,805.24
636,Young,Female,Renting,No,1,27000,1,NA,24,Midwest,Kentucky,Louisville,42212,1011.587
671,Middle Aged,Female,Renting,No,1,40200,1,NA,12,Midwest,Kentucky,Louisville,42208,880.595
690,Young,Female,Own Home,No,1,44700,1,Medium Spending,6,Midwest,Kentucky,Louisville,41669,501.66
763,Middle Aged,Female,Own Home,Married,1,85500,2,Medium Spending,18,Midwest,Kentucky,Louisville,41823,894.668
792,Middle Aged,Male,Own Home,Married,1,102400,1,NA,12,Midwest,Kentucky,Louisville,42198,2465.753
801,Middle Aged,Male,Own Home,No,1,64200,0,High Spending,18,Midwest,Kentucky,Louisville,41796,1641.859
803,Middle Aged,Female,Own Home,Married,1,72200,2,Medium Spending,18,Midwest,Kentucky,Louisville,41788,714.555
837,Middle Aged,Male,Own Home,No,1,62700,2,Medium Spending,12,Midwest,Kentucky,Louisville,42066,703.955
839,Young,Female,Renting,No,0,13600,1,NA,18,Midwest,Kentucky,Louisville,42165,349.137
921,Middle Aged,Male,Renting,Married,0,72200,1,High Spending,12,Midwest,Kentucky,Louisville,41925,2081.794
928,Middle Aged,Female,Renting,Married,0,61500,3,Medium Spending,24,Midwest,Kentucky,Louisville,41560,1161.732
936,Old,Female,Own Home,No,1,64600,0,NA,6,Midwest,Kentucky,Louisville,42143,1297.774
941,Middle Aged,Female,Own Home,Married,1,96500,1,High Spending,18,Midwest,Kentucky,Louisville,41523,1364.072
994,Young,Male,Renting,No,1,17800,0,Low Spending,18,Midwest,Kentucky,Louisville,40939,292.197
17,Middle Aged,Female,Own Home,Married,1,79400,3,Low Spending,6,South,Tennessee,Memphis,42064,199.647
23,Old,Female,Renting,No,1,28900,0,Low Spending,12,South,Tennessee,Memphis,40552,830.233
46,Old,Male,Own Home,Married,0,15400,0,Low Spending,6,South,Tennessee,Memphis,40111,297.297
84,Old,Male,Own Home,Married,1,45900,0,Medium Spending,24,South,Tennessee,Memphis,40569,1645.453
88,Middle Aged,Male,Renting,No,1,61800,0,High Spending,24,South,Tennessee,Memphis,41990,1155.684
102,Old,Female,Own Home,No,1,30300,0,Low Spending,18,South,Tennessee,Memphis,41231,1061.9
141,Young,Female,Renting,No,1,10600,2,Low Spending,12,South,Tennessee,Memphis,41505,114.028
150,Middle Aged,Male,Renting,No,1,39500,1,NA,6,South,Tennessee,Memphis,42132,411.964
157,Middle Aged,Female,Own Home,Married,1,72600,1,NA,18,South,Tennessee,Memphis,42241,1999.115
212,Old,Male,Renting,Married,0,66200,0,High Spending,24,South,Tennessee,Memphis,40978,2057.18
221,Middle Aged,Male,Renting,Married,1,65800,2,Medium Spending,18,South,Tennessee,Memphis,41556,577.536
238,Middle Aged,Male,Renting,Married,0,64600,2,NA,24,South,Tennessee,Memphis,42235,2934.876
268,Middle Aged,Female,Own Home,No,1,54400,3,Low Spending,18,South,Tennessee,Memphis,41632,342.452
274,Middle Aged,Female,Renting,Married,1,104900,3,Low Spending,6,South,Tennessee,Memphis,41193,449.588
291,Young,Female,Renting,No,1,17000,0,Low Spending,18,South,Tennessee,Memphis,40554,658.837
312,Old,Male,Own Home,Married,1,123000,0,High Spending,24,South,Tennessee,Memphis,40344,3670.869
360,Middle Aged,Male,Own Home,No,0,80800,2,High Spending,18,South,Tennessee,Memphis,41018,2444.449
365,Old,Male,Renting,Married,0,66300,0,NA,18,South,Tennessee,Memphis,42045,2243.048
367,Middle Aged,Male,Renting,No,0,55800,1,NA,6,South,Tennessee,Memphis,42243,820.972
380,Middle Aged,Male,Own Home,No,1,67900,0,High Spending,18,South,Tennessee,Memphis,42179,1418.346
511,Old,Male,Renting,No,1,42800,0,Medium Spending,12,South,Tennessee,Memphis,41994,922.047
545,Old,Female,Own Home,Married,1,96200,0,High Spending,12,South,Tennessee,Memphis,39909,1457.033
565,Middle Aged,Female,Own Home,No,0,62500,3,NA,6,South,Tennessee,Memphis,42175,921.458
576,Young,Female,Renting,No,0,18200,2,Low Spending,12,South,Tennessee,Memphis,41012,322.469
579,Middle Aged,Male,Own Home,Married,0,79700,1,High Spending,24,South,Tennessee,Memphis,40519,3383.646
580,Young,Male,Renting,No,0,17700,0,Low Spending,18,South,Tennessee,Memphis,40497,741.598
590,Old,Male,Own Home,Married,1,85300,0,NA,12,South,Tennessee,Memphis,42182,2522.953
601,Young,Female,Own Home,Married,0,33700,0,NA,6,South,Tennessee,Memphis,42060,613.992
659,Young,Female,Renting,No,1,12500,3,NA,12,South,Tennessee,Memphis,42208,206.366
